question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
What is the best way to get to the the twisted Cayan Tower building?,TRS,TRSOTH,what,way,manner,mode,style,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What is entertainer?,TRS,TRSTCD,what,entertainer,entertainer,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How to buy entertainer?,TRS,TRSTCD,how,entertainer,entertainer,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Does entertainer worth buying?,TRS,TRSTCD,other,entertainer,entertainer,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Are e-cigarettes allowed in public places?,TGU,TGUCIG,other,e-cigarette,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Can you suggest a good book about dubai?,TGU,TGUWEB,other,dubai,Dubai,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Can you give me information about Uber?,TRS,TRSTAX,other,Uber,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Do I need transit visa to enter Dubai during my layover?,TGU,TGUVIS,other,do,make,do,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Can you suggest an itinerary for a 14hr layover in Dubai?,TGU,TGUOTH,other,layover,stop,stopover,layover,true,true,true,true,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Are the gold souks open in the evenings?,TTD,TTDSHP,other,open,open,unfastened,none,false,true,false,false,flase,0,0,0,0,0,0,1,0,0,0,0,0,
Are there vegetarian/gluten free options for breakfast and dinner at Atlantis?,FOD,FODFCA,other,breakfast,breakfast,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
should we book taxi in advance to travel to the above hotel?,TRS,TRSTAX,other,advance,progress,progression,advance,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How much would it cost to travel from airport to Atlantis hotel?,TRS,TRSOTH,how,airport,airport,airdrome,aerodrome,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
When is the Dubai Shopping Festival this year?,ENT,ENTFES,when,Festival,festival,none,none,true,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
How can I rent a van in Dubai?,TRS,TRSRNT,how,Dubai,Dubai,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
"Which buffet is better, Haanaya or Arboretum?",FOD,FODOTH,which,better,better,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Where can I buy a mobile sim in Dubai?,TGU,TGUTEL,where,Dubai,Dubai,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Do British passport holders need visa to travel to Dubai?,TGU,TGUVIS,other,do,make,do,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,1,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
What sort of weather should I expect for January?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Do I need to pack warm clothes for January?,TGU,TGUATT,other,do,make,do,none,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Is there any tour that takes you around the Marina and spend some time to have a good view of the skyline of the buildings?,TGU,TGUTOP,other,tour,tour,circuit,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Is it safe to travel alone for a women in Dubai?,TGU,TGUHEA,other,safe,safe,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Are there any restrictions related to women clothing in UAE?,TGU,TGURUL,other,UAE,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What is the best company to book a desert safari?,TGU,TGUTOP,what,company,company,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What is the average cost for a desert safari?,TTD,TTDSPO,what,cost,cost,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Can you suggest an itinerary for 2 days in Dubai?,TGU,TGUOTH,other,day,day,twenty-four_hours,solar_day,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
What are the documents needed upon arrival to the dubai airport?,TGU,TGUVIS,what,document,document,written_document,papers,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What is the tipping etiquette in UAE?,TGU,TGUATT,what,etiquette,etiquette,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
where is the best place to exchange pounds into dirham?,TGU,TGUBAN,where,place,topographic_point,place,spot,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How to book for Penguin Encounter?,TGU,TGUTOP,how,Encounter,brush,clash,encounter,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
When to book for Penguin Encounter?,TGU,TGUTOP,when,Encounter,brush,clash,encounter,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
how much is entrance fee to use the pool in Oceana Beach Club?,TTD,TTDSPA,how,fee,fee,none,none,true,true,false,false,flase,0,0,3,0,0,0,0,0,0,0,0,0,
Can I go on a safari adventure without dune bashing?,TTD,TTDSPO,other,adventure,adventure,escapade,risky_venture,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Are there any restrictions in bringing in prescribed medications to Dubai?,TGU,TGURUL,other,medication,medicine,medication,medicament,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Can you give a rough estimate on daily budget?,TGU,TGUAVE,other,budget,budget,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,1,0,
Will I be able to share a room with my girlfriend in a hotel?,TGU,TGURUL,other,girlfriend,girlfriend,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
which bars at the Atlantis offer happy hour?,FOD,FODBAR,which,which,,,,true,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
Can you suggest a hotel with good food and a pool in Dubai?,ACM,ACMHOT,other,food,food,nutrient,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
are there any rooftop bars near Deira?,FOD,FODBAR,other,Deira,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace country place place location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatFormerCountriesInEurope wikicatFormerCountriesInTheBritishIsles wikicatStatesAndTerritoriesEstablishedInThe
How to go to Abu Dhabi from Dubai?,TRS,TRSOTH,how,go,travel,go,move,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Can you tell me if towels are provided for the pool/beach area in Atlantis?,TTD,TTDSPA,other,area,area,country,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
what are the breakfast options near Jumeirah beach?,FOD,FODOTH,what,option,option,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0, wgs abstraction community gathering group socialGroup wikicatCommunitiesInDubai
Can you suggest a romantic itinerary in dubai for a week?,TGU,TGUOTH,other,dubai,Dubai,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,2,0,0,0,0,
Is white dubai nightclub is a good place to enjoy during September?,ENT,ENTCLB,other,nightclub,cabaret,nightclub,club,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Is there anything to watch in Dubai at night?,TTD,TTDSIG,other,anything,anything,none,none,true,true,false,false,flase,1,0,0,0,0,0,1,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
where can I get the best rates for exchanging SA Rand to AED?,TGU,TGUBAN,where,I,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Does taxi takes credit card or is it better to pay with cash?,TRS,TRSTAX,other,card,card,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Are there any circuits that allow supercar rides in Dubai?,TTD,TTDSPO,other,Dubai,Dubai,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Can you suggest a good hotel to spend our honeymoon?,ACM,ACMHOT,other,you,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Can you suggest good Indian restaurants in dubai?,FOD,FODBAK,other,dubai,Dubai,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,1,0,0,0, movie
Can i swim and have a good tan during December?,TTD,TTDSPA,other,swim,swim,none,none,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What are the taxes charged for hotel accommodation in UAE?,TGU,TGURUL,what,tax,tax,taxation,revenue_enhancement,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Where can we go shopping near JBR?,TTD,TTDSHP,where,JBR,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Can you recommend a hotel to stay in Ubud?,ACM,ACMHOT,other,Ubud,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
Can you suggest a good institute that I could learn Yoga in Ubud?,TTD,TTDGYM,other,Ubud,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
Is it safe to use ATM machines in Indonesia?,TGU,TGUHEA,other,safe,safe,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
How much would it cost to travel from Bali airport to Ubud by a taxi?,TRS,TRSTAX,how,airport,airport,airdrome,aerodrome,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslands wikicatIslandsOfIndonesia wikicatIslandsOfTheIndianOcean wikicatLesserSundaIslands wikicatProvincesOfIndonesia   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
Can you recommend a good place for a single female traveller to stay for a week in Ubud?,ACM,ACMOTH,other,traveller,traveler,traveller,none,true,true,false,false,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
Is Uber available in Ubud?,TRS,TRSTAX,other,available,available,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
How reliable is Uber in Ubud?,TRS,TRSTAX,how,Uber,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
Can you recommend a good hotel with a swimming pool to stay in Ubud ?,ACM,ACMHOT,other,pool,pool,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
Can you recommend some temples that I must visit in Ubud?,TTD,TTDSIG,other,Ubud,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
How should I be safe from monkeys when touring in the monkey forest?,TTD,TTDSIG,when,monkey,monkey,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Do ubud hotels have shuttles to drop and pickup us?,ACM,ACMHOT,other,do,make,do,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How can I join Mt.Rinjani tours?,TGU,TGUTOP,how,I,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Does the museums in Jakarta open during Eid?,TTD,TTDSIG,other,museum,museum,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalDistrictsAndTerritories wikicatCapitalsInAsia wikicatCitiesInIndonesia wikicatCitiesWithMillionsOfInhabitants wikicatMetropolitanAreasOfIndonesia wikicatPopulatedCoastalPlacesInIndonesia wikicatPopulatedPlacesInIndonesia wikicatPortCities wikicatPortCitiesAndTownsInIndonesia wikicatProvincesOfIndonesia
What is the average cost of a meal in Indonesia?,FOD,FODCOT,what,cost,cost,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Can you suggest an itinerary for 5 days in Indonesia?,TGU,TGUOTH,other,day,day,twenty-four_hours,solar_day,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Can I know information about Komodo Adventure Tour?,TGU,TGUTOP,other,tour,tour,circuit,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,3,0,0,0,
What is the ideal time to visit Bali?,TGU,TGUOTH,what,time,time,clip,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslands wikicatIslandsOfIndonesia wikicatIslandsOfTheIndianOcean wikicatLesserSundaIslands wikicatProvincesOfIndonesia
what is the ideal time to buy my tickets for Bali?,TGU,TGUOTH,what,time,time,clip,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslands wikicatIslandsOfIndonesia wikicatIslandsOfTheIndianOcean wikicatLesserSundaIslands wikicatProvincesOfIndonesia
How is the weather in September in indonesia?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Do conditions prevent diving at Manta Point in September?,TTD,TTDSPO,other,do,make,do,none,true,true,false,false,flase,2,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Will there be enough to see and do on Nusa Lembongan?,TTD,TTDOTH,other,Lembongan,none,none,none,true,true,false,false,flase,0,2,0,0,0,0,0,0,0,0,0,0,
What are the things to do in Indonesia?,TTD,TTDSPO,what,thing,thing,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Where to find good cheap food in Bali?,FOD,FODOTH,where,food,food,nutrient,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslands wikicatIslandsOfIndonesia wikicatIslandsOfTheIndianOcean wikicatLesserSundaIslands wikicatProvincesOfIndonesia
What is the best area to stay in Indonesia?,ACM,ACMOTH,what,area,area,country,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
How much is the entry ticket of splash park canggu?,TTD,TTDSIG,how,ticket,ticket,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Is it best to purchase entry tickets beforehand or to pay at the gate at splash park Canggu?,TTD,TTDSIG,other,best,best,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How much should a taxi cost from the airport to Legian area?,TRS,TRSTAX,how,should,,,,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   wgs beach geographicalArea geologicalFormation location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatBeachesOfIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
How much should a taxi cost from Legian to Ubud?,TRS,TRSTAX,how,should,,,,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInBali wikicatPopulatedPlacesInIndonesia
What is a good daily price for a scooter for 5 days?,TRS,TRSRNT,what,price,price,terms,damage,false,true,true,true,flase,0,0,0,0,0,0,0,2,0,0,1,0,
Which are the best beaches on Bali?,TTD,TTDSIG,which,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslands wikicatIslandsOfIndonesia wikicatIslandsOfTheIndianOcean wikicatLesserSundaIslands wikicatProvincesOfIndonesia
Do any beaches in bali have white sand?,TTD,TTDSIG,other,sand,sand,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How is the tide during september in Nusa Dua?,WTH,WTHOTH,how,tide,tide,none,none,true,true,false,false,flase,0,0,2,0,0,1,0,0,0,0,0,0,
Can you recommend a café to dine near beach in Bali?,FOD,FODBAK,other,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslands wikicatIslandsOfIndonesia wikicatIslandsOfTheIndianOcean wikicatLesserSundaIslands wikicatProvincesOfIndonesia
Where to rent a scooter while in Padang?,TRS,TRSRNT,where,scooter,water_scooter,sea_scooter,scooter,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity provincialCapital region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInIndonesia wikicatPopulatedPlacesInIndonesia wikicatPopulatedPlacesInWestSumatra wikicatProvincialCapitalsInIndonesia
